"来源层","查询ID","类别","requestId","关联状态","复核层级","复核结论","匹配实体","匹配类型","复核原因","发布日期","原始标题","URL"
"main research","offline_ai_social_news","news","af0f738adaecd84c0947baf9c557c22d","linked","linked","已关联","Partiful | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-11-19T17:00:00.000Z","IRL social app Pie is coming to SF to make you less lonely | TechCrunch","https://techcrunch.com/2024/11/19/irl-social-app-pie-is-coming-to-sf-to-make-you-less-lonely/"
"main research","offline_ai_social_news","news","af0f738adaecd84c0947baf9c557c22d","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-06-20T13:00:55.000Z","Bonobos co-founder's app Pie fights social isolation with AI matching | Fox Business","https://www.foxbusiness.com/lifestyle/new-social-media-app-uses-ai-help-users-make-real-world-friends"
"main research","offline_ai_social_news","news","af0f738adaecd84c0947baf9c557c22d","linked","linked","已关联","Timeleft | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-10-09T04:30:34.000Z","Inside Timeleft's journey to connecting 150,000 diners monthly across 200+ cities","https://timfrin.substack.com/p/inside-timelefts-journey-to-connecting"
"main research","offline_ai_social_news","news","af0f738adaecd84c0947baf9c557c22d","linked","linked","已关联","222 | Partiful | Friend | Tinder Live Events | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-02-23T20:11:34.000Z","From strangers to lovers: How this startup is simulating the 'meet-cute' with AI | Business Insider Africa","https://africa.businessinsider.com/news/from-strangers-to-lovers-how-this-startup-is-simulating-the-meet-cute-with-ai/6stdfdf"
"main research","offline_ai_social_news","news","af0f738adaecd84c0947baf9c557c22d","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-09-25T12:46:20.000Z","Breaking News: Pie Secures $11.5M in Series A Funding to Combat Social Isolation and Revolutionize Friendships | Signalbase","https://www.trysignalbase.com/news/funding/breaking-news-pie-secures-11.5m-in-series-a-funding-to-combat-social-isolation-and-revolutionize-friendships"
"main research","offline_ai_social_news","news","af0f738adaecd84c0947baf9c557c22d","linked","linked","已关联","Timeleft | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Timeleft - Turn Strangers into Friends","https://timeleft.com/"
"main research","offline_ai_social_news","news","af0f738adaecd84c0947baf9c557c22d","linked","linked","已关联","222","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-02-23T20:21:15.000Z","222 raises millions to expand AI tools for relationships – Febspot","https://www.febspot.com/explore/222-raises-millions-expand-ai-tools-relationships/"
"main research","offline_ai_social_news","news","af0f738adaecd84c0947baf9c557c22d","linked","linked","已关联","222 | Timeleft | Plots / Saturday / Posh | Weekend","official/social evidence | product matrix","已关联到主表、时间线或官方/社媒证据。","","Startuply.vc: 222","https://startuply.vc/startup/222-nn5rhh"
"main research","offline_ai_social_news","news","af0f738adaecd84c0947baf9c557c22d","linked","linked","已关联","222 | Plots / Saturday / Posh | Friend | Posh | Posh / Neario / Eve | Bumble Bee","official/social evidence | product matrix | funding candidate review | supplemental funding/news | discovery review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2024-10-05T14:21:32.000Z","An IRL social startup that aims to help strangers connect in group hangouts raised $11.5 million. Read its pitch deck. - B17 News","https://b17news.com/an-irl-social-startup-that-aims-to-help-strangers-connect-in-group-hangouts-raised-11-5-million-read-its-pitch-deck/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Timeleft | Partiful | Friend | Tinder Live Events | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","","Timeleft","https://timeleft.com/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Plots / Saturday / Posh | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Plots","https://plots.events/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Friend | Homii World","funding candidate review | residual signal review","已关联到主表、时间线或官方/社媒证据。","2026-04-15T00:00:00.000Z","Homii World","https://homiiworld.com/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Plots / Saturday / Posh | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-22T00:00:00.000Z","Magic Table™","https://magictable.in/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Partiful | Thursday | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Partiful","https://partiful.com/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-04-30T00:00:00.000Z","Plannit","https://plannit.in/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-03T00:00:00.000Z","Kaiwa","https://kaiwa.club/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Weekend | Thursday | Friend","product matrix | official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","The Dinner Table Club","https://thedinnertable.club/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","Pie","https://getpie.app/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-02T00:00:00.000Z","Spontime","https://spontime.co/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","unlinked-review","signal-candidate","信号复核","","","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","2026-05-01T00:00:00.000Z","Pie","https://pie-app.com/"
"main research","offline_social_discovery_companies","company","82dcae7a9ca5f65910c68a1d3e3c4f64","linked","linked","已关联","Weekend | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-23T00:00:00.000Z","The Weekend Club","https://the-wknd.club/"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Partiful | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-11-19T17:00:00.000Z","IRL social app Pie is coming to SF to make you less lonely | TechCrunch","https://techcrunch.com/2024/11/19/irl-social-app-pie-is-coming-to-sf-to-make-you-less-lonely/"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Partiful | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-11-18T17:46:51.000Z","Partiful Secures $20 Million in Series A Funding to Revolutionize Social Event Planning and Foster Meaningful Connections | Signalbase","https://www.trysignalbase.com/news/funding/partiful-secures-20-million-in-series-a-funding-to-revolutionize-social-event-planning-and-foster-meaningful-connections"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Timeleft | Partiful | Plots / Saturday / Posh | Posh | Posh / Neario / Eve","official/social evidence | product matrix | supplemental funding/news | discovery review","已关联到主表、时间线或官方/社媒证据。","2025-01-02T08:00:00.000Z","IRL Social Apps Bring People Together","https://www.futureparty.com/p/irl-social-apps-partiful-timeleft"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Plots / Saturday / Posh | Friend | Posh | Posh / Neario / Eve","product matrix | funding candidate review | supplemental funding/news | discovery review","已关联到主表、时间线或官方/社媒证据。","2024-07-23T00:00:00.000Z","Posh raises $22M to become TikTok for small events | TechCrunch","https://techcrunch.com/2024/07/23/event-startup-posh-raises-22m-in-to-focus-on-personalisation-and-event-diversification/"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Partiful | Weekend | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-07-11T14:56:19.000Z","Invitation app Partiful has filled a Facebook Events-shaped void. Its CEO tells us what's next - Sherwood News","https://sherwood.news/business/partiful-party-event-planning-app-monetization-and-future-q-and-a/"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Partiful | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-04-19T00:00:00.000Z","Meet Partiful, the Gen Z party-planning staple that’s taking on Apple – NBC Chicago","https://www.nbcchicago.com/news/business/money-report/meet-partiful-the-gen-z-party-planning-staple-thats-taking-on-apple/3726123/"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Character.AI / Replika / Chai | Plots / Saturday / Posh | Posh | Posh / Neario / Eve","official/social evidence | product matrix | supplemental funding/news | discovery review","已关联到主表、时间线或官方/社媒证据。","2026-03-30T10:12:23.000Z","Meet the founders who just raised $37M to turn IRL community into the next big social platform","https://www.founded.com/posh-event-platform-founders/"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Partiful | Plots / Saturday / Posh | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-04-19T12:42:52.000Z","The Rise of Partiful: How a Gen Z App is Disrupting Social Event Planning—and Outpacing Apple","https://www.ainvest.com/news/rise-partiful-gen-app-disrupting-social-event-planning-outpacing-apple-2504/"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Partiful | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-04-19T12:00:01.000Z","Meet Partiful, the Gen Z party-planning staple that's taking on Apple","https://stg-aws01pub.cnbc.com/2025/04/19/meet-partiful-the-gen-z-party-planning-staple-thats-taking-on-apple.html"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","Partiful","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-11-21T12:00:00.000Z","How Partiful Became the Life of Gen-Z's IRL Party","https://www.inc.com/john-jannuzzi/how-partiful-became-the-life-of-gen-zs-irl-party/91263552"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","222 | Timeleft | WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:00:00.000Z","Airbnb-backed WeRoad raises $58M to take its group travel platform to the US | TechCrunch","https://techcrunch.com/2026/05/27/airbnb-backed-weroad-raises-58m-to-take-its-group-travel-platform-to-the-us/"
"main research","offline_events_boundary_news","news","f9f52097da6710a03347dc21b42ed4ba","linked","linked","已关联","222 | Timeleft | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-07T07:00:38.000Z","Sure Sex Sells, But Friendship Sells More - Are Ticketed Friends Meetups Exploiting Loneliness? — Polyester","https://www.polyesterzine.com/features/sure-sex-sells-but-friendship-sells-more-are-ticketed-friends-meetups-exploiting-loneliness"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Thursday | Tinder Live Events | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2024-08-08T18:58:31.000Z","Thursday, the dating app that you can use only on Thursdays, expands to San Francisco | TechCrunch","https://techcrunch.com/2024/08/08/thursday-dating-app-san-francisco-launch/"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Tinder Live Events | Bumble Bee","funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-03-12T16:52:17.000Z","Bumble introduces an AI dating assistant, 'Bee' | TechCrunch","https://techcrunch.com/2026/03/12/bumble-introduces-an-ai-dating-assistant-bee/"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","222 | Timeleft | Breeze | Thursday | Tinder Live Events","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-03-12T00:00:00.000Z","Tinder tries to lure people back to online dating with IRL events, virtual speed dating | TechCrunch","https://techcrunch.com/2026/03/12/tinder-tries-to-lure-people-back-to-online-dating-with-irl-events-virtual-speed-dating/"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-03-25T14:08:00.000Z","Taking Online Dates Offline: Dating App Breeze Launches in the U.S., Starting with NYC","https://www.businesswire.com/news/home/20250325708326/en/Taking-Online-Dates-Offline-Dating-App-Breeze-Launches-in-the-U.S.-Starting-with-NYC"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Sitch / AI matchmaking apps | Tinder Live Events | Bumble Bee","discovery review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2025-06-25T00:00:00.000Z","Sitch's new dating app fuses human matchmaking and AI | TechCrunch","https://techcrunch.com/2025/06/25/sitch-wants-to-fuse-human-personality-and-ai-for-matchmaking/"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Breeze | Tinder Live Events | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-05-31T05:00:00.000Z","Breeze: Can a Dutch app save Brits from swiping past our dismal dating scene? | The Independent","https://www.independent.co.uk/life-style/breeze-dating-app-tinder-hinge-b2983703.html"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Tinder Live Events | Bumble Bee","funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-03-13T09:08:24.000Z","Bumble’s AI assistant Bee will learn what you want from a relationship","https://thenextweb.com/news/bumble-bee-ai-assistant-dating-swipe"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Breeze | Friend | Tinder Live Events","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","","Breeze: World’s First Dating App to Organise Offline Dates at Scale - My Framer Site","https://techleap.nl/blog/breeze-world-s-first-dating-app-to-organise-offline-dates-at-scale"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-01-07T10:48:16.000Z","Dutch Dating App Breeze Launches in the UK With Offline-First Model - Global Dating Insights","https://www.globaldatinginsights.com/featured/dutch-dating-app-breeze-launches-in-the-uk-with-offline-first-model/"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-28T10:10:47.000Z","Breeze Launches IRL Group Dates Across London - Global Dating Insights","https://www.globaldatinginsights.com/featured/breeze-launches-irl-group-dates-across-london/"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Friend | Tinder Live Events","funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-03-12T00:00:00.000Z","Tinder Debuts Inaugural Product Keynote Tinder Sparks 2026: Start Something New","https://www.tinderpressroom.com/2026-03-12-Tinder-Debuts-Inaugural-Product-Keynote-Tinder-Sparks-2026-Start-Something-New"
"main research","ai_dating_irl_news","news","7dfd903af0ed2c897e44d1e6df277aa3","linked","linked","已关联","Friend | Tinder Live Events","funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-03-16T00:00:00.000Z","Tinder Launches “Events,” a New In-App Feature, Bringing Online Sparks Into Real Life","https://www.tinderpressroom.com/2026-03-16-Tinder-Launches-Events,-a-New-In-App-Feature,-Bringing-Online-Sparks-Into-Real-Life"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","222 | Timeleft | WeRoad | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:00:00.000Z","Airbnb-backed WeRoad raises $58M to take its group travel platform to the US | TechCrunch","https://techcrunch.com/2026/05/27/airbnb-backed-weroad-raises-58m-to-take-its-group-travel-platform-to-the-us/"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","WeRoad | Weekend | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:26:00.000Z","WeRoad raises $58M and expands to the US with Airbnb | WeRoad","https://www.weroad.com/blog/weroad-closes-a-58-million-launch-us"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T09:30:10.000Z","Airbnb leads a $58M Series C in WeRoad and hires its CEO to run hotels","https://thenextweb.com/news/weroad-58m-airbnb-led-series-c-us-expansion"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:12:48.000Z","Airbnb leads $58M investment in WeRoad | PhocusWire","https://www.phocuswire.com/news/startups/weroad-series-c-funding-us-expansion"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:39:40.000Z","Airbnb leads €49 million Series C in Italian adventure travel company WeRoad | EU-Startups","https://www.eu-startups.com/2026/05/airbnb-leads-e49-million-series-c-in-italian-adventure-travel-company-weroad/"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T10:29:56.000Z","WeRoad raises $58M led by Airbnb to fuel US expansion of its travel community platform | Vestbee","https://www.vestbee.com/insights/articles/we-road-raises-58-m"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T10:46:36.000Z","WeRoad Raises $58M in Series C Funding","https://www.finsmes.com/2026/05/weroad-raises-58m-in-series-c-funding.html"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-30T06:42:33.000Z","What WeRoad's $58M Series C Signals for Social Group Adventure Travel – New Market Pitch","https://newmarketpitch.com/blogs/news/weroad-series-c-analysis"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","Timeleft | WeRoad | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-28T19:41:10.000Z","Airbnb Social Network: What the WeRoad Deal and Hotels VP Hire Reveal","https://www.rentalscaleup.com/airbnb-social-network-weroad-investment/"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","Slowly | WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-29T05:10:01.000Z","Airbnb Backs WeRoad To Deepen Group Travel And Community Ties - Simply Wall St News","https://simplywall.st/stocks/us/consumer-services/nasdaq-abnb/airbnb/news/airbnb-backs-weroad-to-deepen-group-travel-and-community-tie"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T11:00:14.000Z","WeRoad raises $58 million Series C led by Airbnb, targets U.S. debut in Austin — Silicon Report","https://www.siliconreport.com/weroad-raises-58-million-series-c-led-by-airbnb-targets-u-s-debut-in-austin-f2116ae6"
"main research","group_travel_irl_news","news","84ef49c3b16127839e8acd56a5147f15","linked","linked","已关联","WeRoad | Weekend","official/social evidence | product matrix","已关联到主表、时间线或官方/社媒证据。","2026-05-27T18:00:00.000Z","Airbnb Leads $58M WeRoad Round as Group Travel Startup Eyes US Expansion","https://www.analyticsinsight.net/news/airbnb-leads-58m-weroad-round-as-group-travel-startup-eyes-us-expansion"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Aglow Life","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-22T00:00:00.000Z","Aglow Life","https://aglow.life/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Plots / Saturday / Posh | Posh | Posh / Neario / Eve","product matrix | supplemental funding/news | discovery review","已关联到主表、时间线或官方/社媒证据。","2026-04-26T00:00:00.000Z","Posh","https://posh.vip/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Plots / Saturday / Posh","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-28T00:00:00.000Z","Saturday App","https://getsaturday.com/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-01T00:00:00.000Z","Encore","https://encoredays.com/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Plots / Saturday / Posh | Friend | Tinder Live Events","product matrix | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Plots","https://plots.events/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","","Meetup","https://meetup.com/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","MeetMux","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-25T00:00:00.000Z","MeetMux","https://meetmux.com/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-23T00:00:00.000Z","The Dinner Club","https://thedinnerclubuk.co.uk/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Paxmeet | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Paxmeet","https://paxmeet.com/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-27T00:00:00.000Z","LINK","https://link.social/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Weekend | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-25T00:00:00.000Z","Weekend","https://weekend.network/"
"main research","local_activity_social_companies","company","119de6d1ed9994edf383de1f39d63e4f","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Reveel®","https://myreveel.com/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Timeleft | Partiful | Friend | Tinder Live Events | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","","Timeleft","https://timeleft.com/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Plots / Saturday / Posh | Friend | Tinder Live Events","product matrix | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Plots","https://plots.events/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Plots / Saturday / Posh","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-28T00:00:00.000Z","Saturday App","https://getsaturday.com/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Partiful | Thursday | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Partiful","https://partiful.com/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Weekend | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","Pie","https://getpie.app/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Plots / Saturday / Posh | Posh | Posh / Neario / Eve","product matrix | supplemental funding/news | discovery review","已关联到主表、时间线或官方/社媒证据。","2026-04-26T00:00:00.000Z","Posh","https://posh.vip/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-04-27T00:00:00.000Z","Around Me","https://aroundme.co/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Paxmeet | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Paxmeet","https://paxmeet.com/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-03-21T00:00:00.000Z","StepOut","https://stepout.world/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-05-03T00:00:00.000Z","SoMe AI","https://socialwithsome.com/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-25T00:00:00.000Z","Lomo","https://lomo.social/"
"main research","offline_social_company_boundary","company","c17a23435a2960bcf37ce6d0e3048a94","linked","linked","已关联","Soma","residual signal review","已关联到主表、时间线或官方/社媒证据。","2026-05-03T00:00:00.000Z","Soma","https://somagatherings.com/"
"main research","ai_companion_research","research paper","9296ca4515d269b2b9da4a7d86e34e55","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","Not a Silver Bullet for Loneliness: How Attachment and Age Shape Intimacy with AI Companions","https://arxiv.org/pdf/2602.12476"
"main research","ai_companion_research","research paper","9296ca4515d269b2b9da4a7d86e34e55","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","AI companions and subjective well-being: Moderation by social connectedness and loneliness - ScienceDirect","https://www.sciencedirect.com/science/article/pii/S0160791X26000187"
"main research","ai_companion_research","research paper","9296ca4515d269b2b9da4a7d86e34e55","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Are lonely youngsters turning to chatbots for companionship? The relationship between chatbot usage and social connectedness in Danish high-school students","https://www.sciencedirect.com/science/article/pii/S1071581924001927"
