"来源层","查询ID","类别","requestId","关联状态","复核层级","复核结论","匹配实体","匹配类型","复核原因","发布日期","原始标题","URL"
"main research","offline_ai_social_news","news","dbdf256e021bb834c5c89038e10f104d","linked","linked","已关联","222 | Partiful | Friend | Tinder Live Events | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-02-23T20:11:34.000Z","From strangers to lovers: How this startup is simulating the 'meet-cute' with AI | Business Insider Africa","https://africa.businessinsider.com/news/from-strangers-to-lovers-how-this-startup-is-simulating-the-meet-cute-with-ai/6stdfdf"
"main research","offline_ai_social_news","news","dbdf256e021bb834c5c89038e10f104d","linked","linked","已关联","Timeleft | Friend | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2024-10-05T13:00:00.000Z","Friend-making platform matches Seattleites with strangers for dinner | The Seattle Times","https://www.seattletimes.com/life/culture/friend-making-platform-matches-seattleites-with-strangers-for-dinner/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","222 | Timeleft | Partiful | Friend | Tinder Live Events | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-21T00:00:00.000Z","Timeleft","https://timeleft.com/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Friend | Homii World","funding candidate review | residual signal review","已关联到主表、时间线或官方/社媒证据。","2026-04-15T00:00:00.000Z","Homii World","https://homiiworld.com/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Plots / Saturday / Posh | Friend | Tinder Live Events","product matrix | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Plots","https://plots.events/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Partiful","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Partiful","https://partiful.com/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Plots / Saturday / Posh | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-22T00:00:00.000Z","Magic Table™","https://magictable.in/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-03T00:00:00.000Z","Kaiwa","https://kaiwa.club/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Thursday | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","The Dinner Table Club","https://thedinnertable.club/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-04-30T00:00:00.000Z","Plannit","https://plannit.in/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-27T00:00:00.000Z","GreatNight","https://greatnight.us/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-02T00:00:00.000Z","Spontime","https://spontime.co/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Paxmeet","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Paxmeet","https://paxmeet.com/"
"main research","offline_social_discovery_companies","company","d5cf91db0ea73154d90b0404855ca6a5","linked","linked","已关联","Weekend | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-23T00:00:00.000Z","The Weekend Club","https://the-wknd.club/"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","Partiful | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-11-18T17:46:51.000Z","Partiful Secures $20 Million in Series A Funding to Revolutionize Social Event Planning and Foster Meaningful Connections | Signalbase","https://www.trysignalbase.com/news/funding/partiful-secures-20-million-in-series-a-funding-to-revolutionize-social-event-planning-and-foster-meaningful-connections"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","222 | Timeleft | Partiful | Plots / Saturday / Posh | Weekend | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Startuply.vc: 222","https://startuply.vc/startup/222-nn5rhh"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","Partiful | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-04-19T00:00:00.000Z","Meet Partiful, the Gen Z party-planning staple that’s taking on Apple – NBC Chicago","https://www.nbcchicago.com/news/business/money-report/meet-partiful-the-gen-z-party-planning-staple-thats-taking-on-apple/3726123/"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","Timeleft | Partiful | Plots / Saturday / Posh | Posh | Posh / Neario / Eve","official/social evidence | product matrix | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","2025-01-02T08:00:00.000Z","IRL Social Apps Bring People Together","https://www.futureparty.com/p/irl-social-apps-partiful-timeleft"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","Timeleft | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-10-09T04:30:34.000Z","Inside Timeleft's journey to connecting 150,000 diners monthly across 200+ cities","https://timfrin.substack.com/p/inside-timelefts-journey-to-connecting"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","Partiful | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-04-19T12:00:01.000Z","Meet Partiful, the Gen Z party-planning staple that’s taking on Apple – NBC Connecticut","https://www.nbcconnecticut.com/news/business/money-report/meet-partiful-the-gen-z-party-planning-staple-thats-taking-on-apple/3547391/"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","222 | Timeleft | Meet5 | Friend | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-05T18:01:37.000Z","The best apps to make new friends right now | TechCrunch","https://techcrunch.com/2026/04/05/as-people-look-for-ways-to-make-new-friends-here-are-the-apps-promising-to-help/"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","Partiful","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-11-21T12:00:00.000Z","How Partiful Became the Life of Gen-Z's IRL Party","https://www.inc.com/john-jannuzzi/how-partiful-became-the-life-of-gen-zs-irl-party/91263552"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","222 | Timeleft | Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-09-11T14:17:18.000Z","Read the pitch deck that an IRL social startup targeting Gen X and boomers used to raise about $9M and expand to the US | Business Insider Africa","https://africa.businessinsider.com/news/read-the-pitch-deck-that-an-irl-social-startup-targeting-gen-x-and-boomers-used-to/1vbfey0"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","Timeleft | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-01-16T13:52:51.000Z","How Timeleft Solved the Chicken and Egg Problem","https://startupspells.com/p/how-timeleft-solved-the-chicken-and-egg-problem"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","222 | Timeleft | Friend | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2025-06-30T07:00:46.000Z","The $Million Fight Against Loneliness: How Apps Are Turning Strangers into Friends IRL","https://www.reformedentrepreneur.com/the-million-fight-against-loneliness-how-apps-are-turning-strangers-into-friends-irl/"
"main research","offline_events_boundary_news","news","a29756f62c576329edd21ac662ed3d46","linked","linked","已关联","Kindroid / Nomi / Blush | Partiful","product matrix | official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-06-02T17:39:57.000Z","Partiful is turning party invites into a payments business - Startup Fortune","https://startupfortune.com/partiful-is-turning-party-invites-into-a-payments-business/"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Known","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-28T00:00:00.000Z","Stanford dropouts raise nearly $10M to launch AI dating app – NBC Bay Area","https://www.nbcbayarea.com/news/local/stanford-known-dating-app-ai/4091043/"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Sitch / AI matchmaking apps | Tinder Live Events | Bumble Bee","funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2025-06-25T00:00:00.000Z","Sitch's new dating app fuses human matchmaking and AI | TechCrunch","https://techcrunch.com/2025/06/25/sitch-wants-to-fuse-human-personality-and-ai-for-matchmaking/"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-03-25T14:08:00.000Z","Taking Online Dates Offline: Dating App Breeze Launches in the U.S., Starting with NYC","https://www.businesswire.com/news/home/20250325708326/en/Taking-Online-Dates-Offline-Dating-App-Breeze-Launches-in-the-U.S.-Starting-with-NYC"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Breeze | Tinder Live Events | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-05-31T05:00:00.000Z","Breeze: Can a Dutch app save Brits from swiping past our dismal dating scene? | The Independent","https://www.independent.co.uk/life-style/breeze-dating-app-tinder-hinge-b2983703.html"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-01-07T10:48:16.000Z","Dutch Dating App Breeze Launches in the UK With Offline-First Model - Global Dating Insights","https://www.globaldatinginsights.com/featured/dutch-dating-app-breeze-launches-in-the-uk-with-offline-first-model/"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Tinder Live Events | Bumble Bee","funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-03-12T16:52:17.000Z","Bumble introduces an AI dating assistant, 'Bee' | TechCrunch","https://techcrunch.com/2026/03/12/bumble-introduces-an-ai-dating-assistant-bee/"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Bumble Bee","funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-05-11T09:00:08.000Z","Bumble plans a reset to lure Gen Z back","https://www.axios.com/2026/05/11/bumble-reset-gen-z-dating-apps"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Tinder Live Events | Bumble Bee","funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-03-13T09:08:24.000Z","Bumble’s AI assistant Bee will learn what you want from a relationship","https://thenextweb.com/news/bumble-bee-ai-assistant-dating-swipe"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-05-16T14:11:10.000Z","This Dating App Swaps Endless Chats With in-Person Dates","https://www.vice.com/en/article/this-dating-app-swaps-endless-chats-with-in-person-dates/"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Breeze | Tinder Live Events | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-05-31T05:00:00.000Z","Breeze: Can a Dutch app save Brits from swiping past our dismal dating scene? | The Independent","https://www.the-independent.com/life-style/breeze-dating-app-tinder-hinge-b2983703.html"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-28T10:10:47.000Z","Breeze Launches IRL Group Dates Across London - Global Dating Insights","https://www.globaldatinginsights.com/featured/breeze-launches-irl-group-dates-across-london/"
"main research","ai_dating_irl_news","news","fc272be91f4f289476ae892b3acf4aa6","linked","linked","已关联","Thursday | Tinder Live Events | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-02-05T09:11:28.000Z","The Anti-Tinder Arbitrage","https://www.startupheist.com/the-anti-tinder-arbitrage/"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","222 | Timeleft | WeRoad | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:00:00.000Z","Airbnb-backed WeRoad raises $58M to take its group travel platform to the US | TechCrunch","https://techcrunch.com/2026/05/27/airbnb-backed-weroad-raises-58m-to-take-its-group-travel-platform-to-the-us/"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","WeRoad | Weekend | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:26:00.000Z","WeRoad raises $58M and expands to the US with Airbnb | WeRoad","https://www.weroad.com/blog/weroad-closes-a-58-million-launch-us"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:00:00.000Z","Airbnb Leads $58 Million WeRoad Funding for U.S. Expansion","https://skift.com/2026/05/27/airbnb-leads-58-million-weroad-funding-for-u-s-expansion/"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T09:30:10.000Z","Airbnb leads a $58M Series C in WeRoad and hires its CEO to run hotels","https://thenextweb.com/news/weroad-58m-airbnb-led-series-c-us-expansion"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:39:40.000Z","Airbnb leads €49 million Series C in Italian adventure travel company WeRoad | EU-Startups","https://www.eu-startups.com/2026/05/airbnb-leads-e49-million-series-c-in-italian-adventure-travel-company-weroad/"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T10:29:56.000Z","WeRoad raises $58M led by Airbnb to fuel US expansion of its travel community platform | Vestbee","https://www.vestbee.com/insights/articles/we-road-raises-58-m"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T00:00:00.000Z","WeRoad Raises $58M in Series C Funding","https://www.finsmes.com/2026/05/weroad-raises-58m-in-series-c-funding.html"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-30T06:42:33.000Z","What WeRoad's $58M Series C Signals for Social Group Adventure Travel – New Market Pitch","https://newmarketpitch.com/blogs/news/weroad-series-c-analysis"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","Slowly | WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-29T05:10:01.000Z","Airbnb Backs WeRoad To Deepen Group Travel And Community Ties - Simply Wall St News","https://simplywall.st/stocks/us/consumer-services/nasdaq-abnb/airbnb/news/airbnb-backs-weroad-to-deepen-group-travel-and-community-tie"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","WeRoad | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-28T19:41:10.000Z","Airbnb Social Network: What the WeRoad Deal and Hotels VP Hire Reveal","https://www.rentalscaleup.com/airbnb-social-network-weroad-investment/"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T14:09:51.000Z","Airbnb Leads $58 Million WeRoad Funding Round as Group Travel Startup Plans U.S. Expansion | TravelCapybara","https://travelcapybara.com/airbnb-weroad-funding-us-expansion/"
"main research","group_travel_irl_news","news","afd56450856c84ab7a12eaa129fba5ad","linked","linked","已关联","222 | Timeleft | WeRoad | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T00:00:00.000Z","Airbnb-backed WeRoad raises $58M to take its group travel platform to the US","https://finance.yahoo.com/sectors/technology/articles/airbnb-backed-weroad-raises-58m-080000454.html"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Aglow Life","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-22T00:00:00.000Z","Aglow Life","https://aglow.life/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Plots / Saturday / Posh | Posh | Posh / Neario / Eve","product matrix | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","2026-04-26T00:00:00.000Z","Posh","https://posh.vip/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Plots / Saturday / Posh","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-28T00:00:00.000Z","Saturday App","https://getsaturday.com/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Plots / Saturday / Posh | Friend | Tinder Live Events","product matrix | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Plots","https://plots.events/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-01T00:00:00.000Z","Encore","https://encoredays.com/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-28T00:00:00.000Z","Meet5","https://meet5.de/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","MeetMux","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-25T00:00:00.000Z","MeetMux","https://meetmux.com/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Meet5 | Thursday","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","Meet5 Club","https://meet5.club/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Paxmeet","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Paxmeet","https://paxmeet.com/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","","Meetup","https://meetup.com/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-27T00:00:00.000Z","After5","https://after-5.co/"
"main research","local_activity_social_companies","company","65e6754af504e7a3557b938b9557e46a","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-27T00:00:00.000Z","Moments","https://havemoments.com/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Plots / Saturday / Posh | Friend | Tinder Live Events","product matrix | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Plots","https://plots.events/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Plots / Saturday / Posh","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-28T00:00:00.000Z","Saturday App","https://getsaturday.com/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Timeleft | Partiful | Friend | Tinder Live Events | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","","Timeleft","https://timeleft.com/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Plots / Saturday / Posh | Posh | Posh / Neario / Eve","product matrix | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","2026-04-26T00:00:00.000Z","Posh","https://posh.vip/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Weekend | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","Pie","https://getpie.app/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Partiful","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Partiful","https://partiful.com/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Eve Inc.","residual signal review","已关联到主表、时间线或官方/社媒证据。","2026-05-01T00:00:00.000Z","Eve Inc.","https://meetwitheve.com/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-04-27T00:00:00.000Z","Around Me","https://aroundme.co/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-03-21T00:00:00.000Z","StepOut","https://stepout.world/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Paxmeet","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Paxmeet","https://paxmeet.com/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","unlinked-review","signal-candidate","信号复核","","","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","2026-04-25T00:00:00.000Z","Offlyn","https://offlyn.life/"
"main research","offline_social_company_boundary","company","4d9562fa0fda7cbe272a8acab4447f39","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-22T00:00:00.000Z","Approachable","https://approachable.ai/"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Are lonely youngsters turning to chatbots for companionship? The relationship between chatbot usage and social connectedness in Danish high-school students","https://www.sciencedirect.com/science/article/pii/S1071581924001927"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","AI companions and subjective well-being: Moderation by social connectedness and loneliness - ScienceDirect","https://www.sciencedirect.com/science/article/pii/S0160791X26000187"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai | 222 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Restoration, Exploration and Transformation: How Youth Engage Character.AI Chatbots for Feels, Fun and Finding themselves","https://arxiv.org/html/2604.15340"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Shapes | Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-07-07T00:00:00.000Z","Emerging AI individualism: how young people integrate social AI into everyday life | Communication and Change | Springer Nature Link","https://link.springer.com/article/10.1007/s44382-025-00011-2"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","Not a Silver Bullet for Loneliness: How Attachment and Age Shape Intimacy with AI Companions","https://arxiv.org/pdf/2602.12476"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","A Longitudinal Randomized Control Study of Companion Chatbot Use: Anthropomorphism and Its Mediating Role on Social Impacts","https://arxiv.org/pdf/2509.19515"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","","https://www.arxiv.org/pdf/2412.14190v3"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","How AI and Human Behaviors Shape Psychosocial Effects of Extended Chatbot Use: A Longitudinal Randomized Controlled Study","https://arxiv.org/pdf/2503.17473"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai | Kindroid / Nomi / Blush","official/social evidence | product matrix","已关联到主表、时间线或官方/社媒证据。","","Mental Health Impacts of AI Companions","https://arxiv.org/html/2509.22505v2"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai | Kindroid / Nomi / Blush | PolyBuzz / HiWaifu / Linky | HiWaifu | Friend","official/social evidence | product matrix | funding timeline | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Playing Games with My Heart: An Evaluation of AI Companion Apps","https://arxiv.org/html/2605.08093v1"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai | Talkie / MiniMax","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-01-12T09:17:01.000Z","Frontiers | Pathways of long-term AI virtual companion app use on users' attachment emotions: a case study of Chinese users","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2025.1687686/full"
"main research","ai_companion_research","research paper","bf9fe3350a9abb43c55f46e0d7d66e30","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Negotiating Digital Identities with AI Companions: Motivations, Strategies, and Emotional Outcomes | Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","https://dl.acm.org/doi/10.1145/3772318.3791473"
