"来源层","查询ID","类别","requestId","关联状态","复核层级","复核结论","匹配实体","匹配类型","复核原因","发布日期","原始标题","URL"
"main research","offline_ai_social_news","news","52e8c9a1162cb172ea960d5c2972d5ab","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-09-25T12:46:20.000Z","Breaking News: Pie Secures $11.5M in Series A Funding to Combat Social Isolation and Revolutionize Friendships | Signalbase","https://www.trysignalbase.com/news/funding/breaking-news-pie-secures-11.5m-in-series-a-funding-to-combat-social-isolation-and-revolutionize-friendships"
"main research","offline_ai_social_news","news","52e8c9a1162cb172ea960d5c2972d5ab","linked","linked","已关联","222 | Plots / Saturday / Posh | Friend | Posh | Posh / Neario / Eve | Bumble Bee","official/social evidence | product matrix | funding candidate review | supplemental funding/news | discovery review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2024-10-02T13:00:07.000Z","Bonobos cofounder Andy Dunn has a new IRL social startup. Read the 31-page pitch deck it used to raise $11.5 million. - Mazech","https://mazech.com/2024/10/bonobos-cofounder-andy-dunn-has-a-new-irl-social-startup-read-the-31-page-pitch-deck-it-used-to-raise-11-5-million/"
"main research","offline_ai_social_news","news","52e8c9a1162cb172ea960d5c2972d5ab","linked","linked","已关联","222 | Timeleft | Partiful | Plots / Saturday / Posh | Friend | Posh | Posh / Neario / Eve","official/social evidence | product matrix | funding candidate review | supplemental funding/news | discovery review","已关联到主表、时间线或官方/社媒证据。","2025-01-23T09:30:00.000Z","Smartphones are making people lonely. This app thinks it has the cure","https://www.fastcompany.com/91265745/smartphones-are-making-people-lonely-this-app-thinks-it-has-the-cure"
"main research","offline_ai_social_news","news","52e8c9a1162cb172ea960d5c2972d5ab","linked","linked","已关联","222 | Timeleft | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-24T06:30:16.000Z","I Was Lonely and Let an App Pick My New Friends. Here’s How It Went | The Walrus","https://thewalrus.ca/i-was-lonely-and-let-an-app-pick-my-new-friends-heres-how-it-went/"
"main research","offline_ai_social_news","news","52e8c9a1162cb172ea960d5c2972d5ab","linked","linked","已关联","Timeleft | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Timeleft - Turn Strangers into Friends","https://timeleft.com/"
"main research","offline_ai_social_news","news","52e8c9a1162cb172ea960d5c2972d5ab","linked","linked","已关联","222 | Timeleft | Plots / Saturday / Posh | Weekend","official/social evidence | product matrix","已关联到主表、时间线或官方/社媒证据。","","Startuply.vc: 222","https://startuply.vc/startup/222-nn5rhh"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Timeleft | Partiful | Friend | Tinder Live Events | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-21T00:00:00.000Z","Timeleft","https://timeleft.com/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Plots / Saturday / Posh | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Plots","https://plots.events/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Friend | Homii World","funding candidate review | residual signal review","已关联到主表、时间线或官方/社媒证据。","2026-04-15T00:00:00.000Z","Homii World","https://homiiworld.com/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Plots / Saturday / Posh | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-22T00:00:00.000Z","Magic Table™","https://magictable.in/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Partiful | Thursday | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Partiful","https://partiful.com/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","Pie","https://getpie.app/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-03T00:00:00.000Z","Kaiwa","https://kaiwa.club/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-27T00:00:00.000Z","GreatNight","https://greatnight.us/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Weekend | Thursday | Friend","product matrix | official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","The Dinner Table Club","https://thedinnertable.club/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-04-30T00:00:00.000Z","Plannit","https://plannit.in/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-02T00:00:00.000Z","Spontime","https://spontime.co/"
"main research","offline_social_discovery_companies","company","4a6d3dd8022f0df2b9c691e3b7f4aa18","unlinked-review","signal-candidate","信号复核","","","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","2026-05-03T00:00:00.000Z","Talesbrew","https://talesbrew.com/"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","Partiful | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-11-18T17:46:51.000Z","Partiful Secures $20 Million in Series A Funding to Revolutionize Social Event Planning and Foster Meaningful Connections | Signalbase","https://www.trysignalbase.com/news/funding/partiful-secures-20-million-in-series-a-funding-to-revolutionize-social-event-planning-and-foster-meaningful-connections"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","Partiful | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-04-19T00:00:00.000Z","Meet Partiful, the Gen Z party-planning staple that’s taking on Apple – NBC Chicago","https://www.nbcchicago.com/news/business/money-report/meet-partiful-the-gen-z-party-planning-staple-thats-taking-on-apple/3726123/"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","222 | Timeleft | Partiful | Plots / Saturday / Posh | Weekend | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Startuply.vc: 222","https://startuply.vc/startup/222-nn5rhh"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","Timeleft | Partiful | Plots / Saturday / Posh | Posh | Posh / Neario / Eve","official/social evidence | product matrix | supplemental funding/news | discovery review","已关联到主表、时间线或官方/社媒证据。","2025-01-02T08:00:00.000Z","IRL Social Apps Bring People Together","https://www.futureparty.com/p/irl-social-apps-partiful-timeleft"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","Partiful | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-04-19T12:00:01.000Z","Meet Partiful, the Gen Z party-planning staple that’s taking on Apple – NBC Connecticut","https://www.nbcconnecticut.com/news/business/money-report/meet-partiful-the-gen-z-party-planning-staple-thats-taking-on-apple/3547391/"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","Timeleft | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-10-09T04:30:34.000Z","Inside Timeleft's journey to connecting 150,000 diners monthly across 200+ cities","https://timfrin.substack.com/p/inside-timelefts-journey-to-connecting"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","222 | Timeleft | Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-09-11T14:17:18.000Z","Read the pitch deck that an IRL social startup targeting Gen X and boomers used to raise about $9M and expand to the US | Business Insider Africa","https://africa.businessinsider.com/news/read-the-pitch-deck-that-an-irl-social-startup-targeting-gen-x-and-boomers-used-to/1vbfey0"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","Partiful | Plots / Saturday / Posh | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-04-19T12:42:52.000Z","The Rise of Partiful: How a Gen Z App is Disrupting Social Event Planning—and Outpacing Apple","https://www.ainvest.com/news/rise-partiful-gen-app-disrupting-social-event-planning-outpacing-apple-2504/"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","Partiful | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2023-12-20T00:00:00.000Z","Partiful - Party Without Chaos","https://www.venturescout.io/p/partiful"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","Partiful","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-11-21T12:00:00.000Z","How Partiful Became the Life of Gen-Z's IRL Party","https://www.inc.com/john-jannuzzi/how-partiful-became-the-life-of-gen-zs-irl-party/91263552"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","222 | Timeleft | WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-28T11:54:05.000Z","Airbnb Investor WeRoad Secures $58 Million to Expand Group Travel Business Into the US - TechAmerica.ai","https://techamerica.ai/airbnb-investor-weroad-secures-58-million-to-expand-group-travel-business-into-the-us"
"main research","offline_events_boundary_news","news","ed1ad1b05b9c465da5e2de26ea8a5e29","linked","linked","已关联","222 | Timeleft | WeRoad | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T10:04:55.000Z","WeRoad Secures $58M Investment from Airbnb to Improve Its U.S. Group Travel Platform - Tech Weekly","https://techweekly.co.za/2026/05/27/weroad-secures-58m-investment-from-airbnb-to-improve-its-u-s-group-travel-platform/"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Known","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-28T00:00:00.000Z","Stanford dropouts raise nearly $10M to launch AI dating app – NBC Bay Area","https://www.nbcbayarea.com/news/local/stanford-known-dating-app-ai/4091043/"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Known | Tinder Live Events","funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-05-06T00:00:00.000Z","New AI-Run Dating App Based In SF Claims Half Its Matches Say ‘Yes’ to Real Dates","https://sfist.com/2026/05/06/new-ai-dating-app-out-of-sf-says-half-its-matches-say-yes-to-real-dates/"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Thursday | Tinder Live Events | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2024-08-08T18:58:31.000Z","Thursday, the dating app that you can use only on Thursdays, expands to San Francisco | TechCrunch","https://techcrunch.com/2024/08/08/thursday-dating-app-san-francisco-launch/"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Tinder Live Events | Bumble Bee","funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-03-13T09:08:24.000Z","Bumble’s AI assistant Bee will learn what you want from a relationship","https://thenextweb.com/news/bumble-bee-ai-assistant-dating-swipe"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-03-25T14:08:00.000Z","Taking Online Dates Offline: Dating App Breeze Launches in the U.S., Starting with NYC","https://www.businesswire.com/news/home/20250325708326/en/Taking-Online-Dates-Offline-Dating-App-Breeze-Launches-in-the-U.S.-Starting-with-NYC"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Breeze | Tinder Live Events | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-05-31T05:00:00.000Z","Breeze: Can a Dutch app save Brits from swiping past our dismal dating scene? | The Independent","https://www.independent.co.uk/life-style/breeze-dating-app-tinder-hinge-b2983703.html"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-01-07T10:48:16.000Z","Dutch Dating App Breeze Launches in the UK With Offline-First Model - Global Dating Insights","https://www.globaldatinginsights.com/featured/dutch-dating-app-breeze-launches-in-the-uk-with-offline-first-model/"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Breeze | Friend | Tinder Live Events","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","","Breeze: World’s First Dating App to Organise Offline Dates at Scale - My Framer Site","https://techleap.nl/blog/breeze-world-s-first-dating-app-to-organise-offline-dates-at-scale"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-05-16T14:11:10.000Z","This Dating App Swaps Endless Chats With in-Person Dates","https://www.vice.com/en/article/this-dating-app-swaps-endless-chats-with-in-person-dates/"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Breeze | Tinder Live Events | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-06-02T10:22:51.000Z","Breeze Sees Growing But Gradual Success After London Expansion - Global Dating Insights","https://www.globaldatinginsights.com/featured/breeze-sees-growing-but-gradual-success-after-london-expansion/"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2025-06-09T19:49:14.000Z","‎Breeze - No Chat, Just Dates App - App Store","https://apps.apple.com/us/app/breeze-app-for-real-dates/id1478108023"
"main research","ai_dating_irl_news","news","e5b40794921be579859581e4e253fbeb","linked","linked","已关联","Thursday | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-05-14T17:45:00.000Z","Dating app Bumble is ending swipe feature, introduces AI assistant for matchmaking - ABC7 San Francisco","https://abc7news.com/post/dating-app-bumble-ends-swipe-feature-introduces-ai-assistant-matchmaking/19100191/"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","222 | Timeleft | WeRoad | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:00:00.000Z","Airbnb-backed WeRoad raises $58M to take its group travel platform to the US | TechCrunch","https://techcrunch.com/2026/05/27/airbnb-backed-weroad-raises-58m-to-take-its-group-travel-platform-to-the-us/"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","WeRoad | Weekend | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:26:00.000Z","WeRoad raises $58M and expands to the US with Airbnb | WeRoad","https://www.weroad.com/blog/weroad-closes-a-58-million-launch-us"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:00:00.000Z","Airbnb Leads $58 Million WeRoad Funding for U.S. Expansion","https://skift.com/2026/05/27/airbnb-leads-58-million-weroad-funding-for-u-s-expansion/"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:12:48.000Z","Airbnb leads $58M investment in WeRoad | PhocusWire","https://www.phocuswire.com/news/startups/weroad-series-c-funding-us-expansion"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T08:39:40.000Z","Airbnb leads €49 million Series C in Italian adventure travel company WeRoad | EU-Startups","https://www.eu-startups.com/2026/05/airbnb-leads-e49-million-series-c-in-italian-adventure-travel-company-weroad/"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T10:29:56.000Z","WeRoad raises $58M led by Airbnb to fuel US expansion of its travel community platform | Vestbee","https://www.vestbee.com/insights/articles/we-road-raises-58-m"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-30T06:42:33.000Z","What WeRoad's $58M Series C Signals for Social Group Adventure Travel – New Market Pitch","https://newmarketpitch.com/blogs/news/weroad-series-c-analysis"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","Timeleft | WeRoad | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-28T19:41:10.000Z","Airbnb Social Network: What the WeRoad Deal and Hotels VP Hire Reveal","https://www.rentalscaleup.com/airbnb-social-network-weroad-investment/"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","Slowly | WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-29T05:10:01.000Z","Airbnb Backs WeRoad To Deepen Group Travel And Community Ties - Simply Wall St News","https://simplywall.st/stocks/us/consumer-services/nasdaq-abnb/airbnb/news/airbnb-backs-weroad-to-deepen-group-travel-and-community-tie"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","222 | Timeleft | WeRoad | Friend | Known","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T10:04:55.000Z","WeRoad Secures $58M Investment from Airbnb to Improve Its U.S. Group Travel Platform - Tech Weekly","https://techweekly.co.za/2026/05/27/weroad-secures-58m-investment-from-airbnb-to-improve-its-u-s-group-travel-platform/"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-05-27T14:09:51.000Z","Airbnb Leads $58 Million WeRoad Funding Round as Group Travel Startup Plans U.S. Expansion | TravelCapybara","https://travelcapybara.com/airbnb-weroad-funding-us-expansion/"
"main research","group_travel_irl_news","news","4498c67cc314b4c2c6303c83513586a8","linked","linked","已关联","WeRoad | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-27T11:00:50.000Z","WeRoad Secures $58 Million to Bring Its Social‑Focused Group Travel Model to the United States | Finexus","https://api.finexus.net/api/news/events/91acc66b-c7a3-47b6-a613-25859d1582c5/html"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Aglow Life","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-22T00:00:00.000Z","Aglow Life","https://aglow.life/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Plots / Saturday / Posh","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-28T00:00:00.000Z","Saturday App","https://getsaturday.com/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Plots / Saturday / Posh | Posh | Posh / Neario / Eve","product matrix | supplemental funding/news | discovery review","已关联到主表、时间线或官方/社媒证据。","2026-04-26T00:00:00.000Z","Posh","https://posh.vip/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-28T00:00:00.000Z","Meet5","https://meet5.de/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Plots / Saturday / Posh | Friend | Tinder Live Events","product matrix | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Plots","https://plots.events/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-01T00:00:00.000Z","Encore","https://encoredays.com/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","MeetMux","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-25T00:00:00.000Z","MeetMux","https://meetmux.com/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Meet5 | Thursday","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","Meet5 Club","https://meet5.club/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Paxmeet | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Paxmeet","https://paxmeet.com/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-27T00:00:00.000Z","LINK","https://link.social/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","","Meetup","https://meetup.com/"
"main research","local_activity_social_companies","company","2105fbe69ab7e7d08a686e634bdcfab6","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Reveel®","https://myreveel.com/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","linked","linked","已关联","Plots / Saturday / Posh | Friend | Tinder Live Events","product matrix | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Plots","https://plots.events/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","linked","linked","已关联","Weekend | Friend","product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-29T00:00:00.000Z","Pie","https://getpie.app/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","linked","linked","已关联","Timeleft | Partiful | Friend | Tinder Live Events | Bumble Bee","official/social evidence | funding candidate review | funding timeline","已关联到主表、时间线或官方/社媒证据。","","Timeleft","https://timeleft.com/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","linked","linked","已关联","Plots / Saturday / Posh","product matrix","已关联到主表、时间线或官方/社媒证据。","2026-04-28T00:00:00.000Z","Saturday App","https://getsaturday.com/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","linked","linked","已关联","Partiful | Thursday | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-24T00:00:00.000Z","Partiful","https://partiful.com/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","linked","linked","已关联","Plots / Saturday / Posh | Posh | Posh / Neario / Eve","product matrix | supplemental funding/news | discovery review","已关联到主表、时间线或官方/社媒证据。","2026-04-26T00:00:00.000Z","Posh","https://posh.vip/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-04-27T00:00:00.000Z","Around Me","https://aroundme.co/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-29T00:00:00.000Z","YaraCircle","https://yaracircle.com/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-03-21T00:00:00.000Z","StepOut","https://stepout.world/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","unlinked-review","product-candidate","候选补证","","","出现具体产品/公司名，但当前缺少足够增长、功能或官方证据，需要下一轮补证后决定是否入主表。","2026-05-03T00:00:00.000Z","SoMe AI","https://socialwithsome.com/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","linked","linked","已关联","Paxmeet | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Paxmeet","https://paxmeet.com/"
"main research","offline_social_company_boundary","company","a3989a32c2599ad948b9e0523b98c962","unlinked-review","signal-candidate","信号复核","","","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","2026-04-25T00:00:00.000Z","Offlyn","https://offlyn.life/"
"main research","ai_companion_research","research paper","68cc66572f3036ae7748dc61d5b7411b","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Are lonely youngsters turning to chatbots for companionship? The relationship between chatbot usage and social connectedness in Danish high-school students","https://www.sciencedirect.com/science/article/pii/S1071581924001927"
"main research","ai_companion_research","research paper","68cc66572f3036ae7748dc61d5b7411b","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","AI companions and subjective well-being: Moderation by social connectedness and loneliness - ScienceDirect","https://www.sciencedirect.com/science/article/pii/S0160791X26000187"
"main research","ai_companion_research","research paper","68cc66572f3036ae7748dc61d5b7411b","linked","linked","已关联","Shapes | Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-07-07T00:00:00.000Z","Emerging AI individualism: how young people integrate social AI into everyday life | Communication and Change | Springer Nature Link","https://link.springer.com/article/10.1007/s44382-025-00011-2"
"main research","ai_companion_research","research paper","68cc66572f3036ae7748dc61d5b7411b","linked","linked","已关联","Character.AI / Replika / Chai | 222 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Restoration, Exploration and Transformation: How Youth Engage Character.AI Chatbots for Feels, Fun and Finding themselves","https://arxiv.org/html/2604.15340"
"main research","ai_companion_research","research paper","68cc66572f3036ae7748dc61d5b7411b","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","A Longitudinal Randomized Control Study of Companion Chatbot Use: Anthropomorphism and Its Mediating Role on Social Impacts","https://arxiv.org/pdf/2509.19515"
"main research","ai_companion_research","research paper","68cc66572f3036ae7748dc61d5b7411b","linked","linked","已关联","Character.AI / Replika / Chai","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","Not a Silver Bullet for Loneliness: How Attachment and Age Shape Intimacy with AI Companions","https://arxiv.org/pdf/2602.12476"
